runs,year,Ein,netto_demand,country
h063,2001,261751.297659947,315836.14558187034,35.0
h063,2002,486646.7459119918,308817.77650955017,35.0
h063,2003,329978.92556918476,327826.28946508624,35.0
h063,2004,543831.0295252133,313856.96011197637,35.0
h063,2005,490057.34493400506,295249.8058063239,35.0
h063,2006,493742.72526781145,295165.8951829962,35.0
h063,2007,244566.6028170677,314138.71882344526,35.0
h063,2008,408315.7537675743,304258.8491692652,35.0
h063,2009,380033.81829110597,301658.91872777126,35.0
h064,2000,434017.98159739614,327198.0245752849,35.0
h064,2001,419589.6918195792,336200.850469121,35.0
h064,2002,451973.23370307445,314234.5741187757,35.0
h064,2003,384496.4680871116,317923.57682074106,35.0
h064,2004,421649.5018155748,310799.8459442004,35.0
h064,2005,391517.9105866167,316492.9394438002,35.0
h064,2006,390921.2941735116,313450.283675244,35.0
h064,2007,654286.6836693804,285839.82179365505,35.0
h064,2008,441387.5992702491,316765.2647892875,35.0
h064,2009,559443.7345044912,293255.0292271414,35.0
h065,2000,436539.369654371,317146.2591470416,35.0
h065,2001,505690.74790655443,303390.1513181023,35.0
h065,2002,457529.5087310236,318161.3565445497,35.0
h065,2003,453912.7399384921,289091.26951968024,35.0
h065,2004,433350.81465664343,303439.11726157647,35.0
h065,2005,568969.0433116003,302079.160648233,35.0
h065,2006,567836.625591739,286488.0773842564,35.0
h065,2007,390313.6109767582,299819.63181037735,35.0
h065,2008,565771.1863366083,301053.24274295167,35.0
h065,2009,473791.10344101395,315061.5262636498,35.0
h066,2000,325441.0675693343,328549.5440628744,35.0
h066,2001,436362.07421233115,309096.20791280456,35.0
h066,2002,519385.98360778776,307128.1870973787,35.0
h066,2003,327728.0926894136,331878.07226678927,35.0
h066,2004,469250.64353373065,292357.9514063703,35.0
h066,2005,561233.6089440024,305489.28042782244,35.0
h066,2006,527569.82831111,301021.11935824325,35.0
h066,2007,458565.93193670246,316630.42904541723,35.0
h066,2008,390488.74018735735,307204.98865261156,35.0
h066,2009,368556.75418275775,307213.4960038158,35.0
h067,2000,393485.1319556507,323919.7270001977,35.0
h067,2001,473463.3846493136,314581.19493329676,35.0
h067,2002,442365.3908308468,305349.0394406265,35.0
h067,2003,328069.11646121106,311310.582945085,35.0
h067,2004,510742.2454677308,295551.6287854298,35.0
h067,2005,471325.81534779153,320330.48892329814,35.0
h067,2006,205092.99423340632,303994.9119257858,35.0
h067,2007,396163.93626731506,298652.6077760665,35.0
h067,2008,436611.9385224641,300656.19276577345,35.0
h067,2009,394551.182956284,332807.275941603,35.0
h068,2000,420726.001825885,327861.5721448939,35.0
h068,2001,375182.86774164264,315918.84311640344,35.0
h068,2002,443253.3284780586,309726.5340689018,35.0
h068,2003,553211.6611969984,308621.28281390737,35.0
h068,2004,399219.7463841,299461.5648051368,35.0
h068,2005,311695.05971278436,302124.18214570335,35.0
h068,2006,314669.02430536813,307251.1865666199,35.0
h068,2007,592391.1195504894,296102.27235057246,35.0
h068,2008,337679.6381764831,306956.7547184059,35.0
h068,2009,482053.32112879347,321421.8729704953,35.0
h069,2000,302432.1419126497,332419.8561841291,35.0
h069,2001,391177.64010626555,306025.24153442326,35.0
h069,2002,395489.4408357751,313387.567209705,35.0
h069,2003,298871.42443123827,302352.9516736506,35.0
h069,2004,316900.02129476407,309952.24444310885,35.0
h069,2005,191492.3084606515,312688.5000039875,35.0
h069,2006,361758.7087540016,312168.87252349,35.0
h069,2007,366235.606496791,312803.43420335534,35.0
h069,2008,441691.72955818684,309079.7250017507,35.0
h069,2009,407280.7778908179,313532.41351976345,35.0
h070,2000,556791.4466350649,291889.3909409078,35.0
h070,2001,357324.22329823324,319525.47854951123,35.0
h070,2002,382603.0180253665,295844.87449749,35.0
h070,2003,431630.1742608723,286635.2198108943,35.0
h070,2004,484723.6955857988,293041.9245622655,35.0
h070,2005,451086.16613079794,299793.3363385872,35.0
h070,2006,418738.39148035995,303396.93565935304,35.0
h070,2007,666349.1591470179,286757.83240194357,35.0
h070,2008,452279.862775823,292748.6733131009,35.0
h070,2009,454524.7815065368,289412.80442885833,35.0
h071,2000,625656.3533113569,282849.1109845809,35.0
h071,2001,568370.1568953189,306731.72671474813,35.0
h071,2002,388529.0206775625,291881.78824932413,35.0
h071,2003,571177.2130345433,286368.6647337162,35.0
h071,2004,430050.34693594533,290313.7839614596,35.0
h071,2005,583173.1588190404,298170.88235343964,35.0
h071,2006,455936.36749458336,293883.0077234012,35.0
h071,2007,285230.8920685496,301660.03951473534,35.0
h071,2008,439351.8791645464,301973.8774016854,35.0
h071,2009,244794.51594618306,321248.7842137105,35.0
h072,2000,430369.9376491228,295117.3103270691,35.0
h072,2001,555071.002113396,291677.4118702243,35.0
h072,2002,474951.56644214306,304907.7773250599,35.0
h072,2003,546078.3309771395,291854.8129906363,35.0
h072,2004,456021.79424329236,315649.249369248,35.0
h072,2005,346571.0132570967,316293.59062405623,35.0
h072,2006,527506.3523419808,305834.71706180373,35.0
h072,2007,199509.241759174,309913.5647311984,35.0
h072,2008,512366.60869781947,299016.5322495292,35.0
h072,2009,328203.7934046558,310689.6384524988,35.0
h073,2000,483700.77362383646,299545.12306773674,35.0
h073,2001,415087.46589336323,302377.0472082093,35.0
h073,2002,556205.7210872945,302206.24247722735,35.0
h073,2003,319665.1595757723,306057.9174245765,35.0
h073,2004,509766.6679998497,304341.2661882062,35.0
h073,2005,407985.24922371627,293474.5351931417,35.0
h073,2006,317485.6155329982,295448.3409387549,35.0
h073,2007,701826.4555822525,282854.6726020175,35.0
h073,2008,363618.52481533884,301717.238197337,35.0
h073,2009,454098.33505179116,294168.745045686,35.0
h074,2000,580037.1769695575,284162.46157969884,35.0
h074,2001,539237.7853804919,290608.7225252922,35.0
h074,2002,296917.28504024365,309057.9214155655,35.0
h074,2003,271157.5998103864,310629.80350155215,35.0
h074,2004,425865.0884203248,290254.45514982566,35.0
h074,2005,444145.4822032983,303381.7251391932,35.0
h074,2006,366187.87836360076,301312.829008091,35.0
h074,2007,273661.81541204633,312768.9147981464,35.0
h074,2008,417735.9448676506,303650.09920050454,35.0
h074,2009,596673.8666533825,288578.8873561239,35.0
h075,2000,540818.9369693284,284540.46120308776,35.0
h075,2001,510067.43982017186,290876.95604682673,35.0
h075,2002,236689.16043455683,295249.64416235936,35.0
h075,2003,376752.4291264048,304822.4281969788,35.0
h075,2004,387207.28814575786,299642.84335580457,35.0
h075,2005,405098.35915755824,306874.33179167623,35.0
h075,2006,271129.5129706583,305509.21501577774,35.0
h075,2007,462492.2419016339,304339.17224050465,35.0
h075,2008,405917.68110468076,301322.5314401897,35.0
h075,2009,331419.5675827576,297130.45793440286,35.0
h076,2000,474011.1690938122,285184.2097235431,35.0
h076,2001,373048.6797378847,298787.9922639353,35.0
h076,2002,495522.4408095845,294090.8934759975,35.0
h076,2003,335052.04466813523,306758.77207280544,35.0
h076,2004,528241.7017407739,298692.3792481193,35.0
h076,2005,613915.2707418698,281263.26745266706,35.0
h076,2006,441401.2432631254,288049.28467213834,35.0
h076,2007,446507.8411616929,294669.17978539417,35.0
h076,2008,283573.42549724266,310285.26153237314,35.0
h076,2009,606015.5616951145,292951.39746983326,35.0
h077,2000,387764.82269043464,306161.6512608962,35.0
h077,2001,662362.1986258605,303538.238232456,35.0
h077,2002,476509.61864450615,293820.22245276655,35.0
h077,2003,506358.1471848272,302105.6007833071,35.0
h077,2004,367191.193530038,319778.35174124973,35.0
h077,2005,377352.316141223,301348.47412663774,35.0
h077,2006,478147.4930779535,311410.35414733994,35.0
h077,2007,273678.6590180839,311199.36839022423,35.0
h077,2008,529823.4496265813,297079.383640413,35.0
h077,2009,409837.5492256493,296387.5639251328,35.0
h078,2000,353039.41269924474,307251.8713889928,35.0
h078,2001,376514.6687375434,294590.48818480776,35.0
h078,2002,387311.57433798356,290981.1933771284,35.0
h078,2003,336025.37614160846,313812.0351354756,35.0
h078,2004,463259.75366004783,291002.95494708937,35.0
h078,2005,249896.8572299459,315134.90284579835,35.0
h078,2006,466794.8590960884,284618.6636944448,35.0
h078,2007,467539.0814869487,300643.8737112967,35.0
h078,2008,333586.30072771484,293471.22549669794,35.0
h078,2009,277077.1598705979,287647.7201973253,35.0
h079,2000,482822.11886089353,305720.78219511075,35.0
h079,2001,467414.56497019925,296282.55836566555,35.0
h079,2002,498143.13794933783,296248.2778892698,35.0
h079,2003,341086.27758920245,305150.0031941301,35.0
h079,2004,419295.4747883149,296913.1744964681,35.0
h079,2005,491815.7953804767,297240.9139980174,35.0
h079,2006,420576.47378034174,293920.9533686352,35.0
h079,2007,489237.00778811483,305525.65913052735,35.0
h079,2008,316384.8312620699,303964.2992176944,35.0
h079,2009,468133.4419031453,305891.96497431624,35.0
h080,2000,403715.5455395429,299587.8050037681,35.0
h080,2001,513279.49762804195,307968.66093256883,35.0
h080,2002,342092.40690167784,314479.50923519523,35.0
h080,2003,385077.77268114494,300602.7087416414,35.0
h080,2004,343147.73634472385,300497.9228134259,35.0
h080,2005,451564.8735570733,314401.01224527485,35.0
h080,2006,522803.3399950978,297796.4583939237,35.0
h080,2007,486221.80278144224,295773.0710224532,35.0
h080,2008,258620.3880353486,314073.2677138036,35.0
h080,2009,578898.299759828,297453.4496274193,35.0
h081,2000,325107.2288471292,324479.6933348871,35.0
h081,2001,382346.21178741043,316990.4840146656,35.0
h081,2002,579517.3158642804,301200.8379484961,35.0
h081,2003,574552.735279141,298791.47873628855,35.0
h081,2004,478055.40011588536,290513.5560680035,35.0
h081,2005,268601.46782388614,317339.4609152678,35.0
h081,2006,542015.4641963335,291909.19634768367,35.0
h081,2007,509931.62277969444,297334.18942735146,35.0
h081,2008,516780.2058845249,287448.68791128666,35.0
h081,2009,364007.91629063984,290148.3684811829,35.0
h082,2000,587899.7351864392,293900.78394815116,35.0
h082,2001,445792.72180938744,300637.0302719346,35.0
h082,2002,448678.0122170021,287248.96383314073,35.0
h082,2003,414459.6597104868,301227.4095453318,35.0
h082,2004,437870.6673514932,290426.3752723157,35.0
h082,2005,342570.15753411537,297886.2402800244,35.0
h082,2006,449495.24605649564,292388.937507897,35.0
h082,2007,386042.5899384544,299390.6924436527,35.0
h082,2008,319379.35317221197,311908.1485928537,35.0
h082,2009,534254.4579104977,295928.03131298657,35.0
h083,2000,450746.71916209883,307540.03204654966,35.0
h083,2001,249857.82462414904,305446.52098624024,35.0
h083,2002,427879.3762504479,296177.5749095218,35.0
h083,2003,558604.6986414785,298019.2586315807,35.0
h083,2004,245719.54589284913,301542.60450259096,35.0
h083,2005,442588.92986807856,302409.9265624664,35.0
h083,2006,352568.6161386453,296692.9898210719,35.0
h083,2007,390501.6434439663,308125.6541240002,35.0
h083,2008,284900.3758875489,300218.72398535546,35.0
h083,2009,450624.91923399933,278714.2588414687,35.0
h084,2000,450156.8271169581,295949.0175114776,35.0
h084,2001,358985.7769414932,303639.96869540133,35.0
h084,2002,472042.181870404,291725.1982568925,35.0
h084,2003,316553.73632522405,306882.5303444407,35.0
h084,2004,406563.19396409247,288604.8982475797,35.0
h084,2005,573439.4317397495,284891.02673398674,35.0
h084,2006,314652.2010044642,309576.72409658984,35.0
h084,2007,395134.98543843656,308932.0294501744,35.0
h084,2008,348749.6527214104,307331.80996096594,35.0
h084,2009,436908.60359523405,285573.43427987845,35.0
h085,2000,454875.1339722291,305320.87162675767,35.0
h085,2001,144475.06888991388,336269.8528833225,35.0
h085,2002,529687.4545889581,289273.70152373065,35.0
h085,2003,411226.0054193405,296903.4389687515,35.0
h085,2004,431143.0193474511,302435.0874879032,35.0
h085,2005,284414.93656359793,308324.53315274237,35.0
h085,2006,463932.4027230411,297416.90368744277,35.0
h085,2007,400074.83546953916,285492.56168315926,35.0
h085,2008,453733.3405088975,295361.4347296611,35.0
h085,2009,365635.08253264055,292778.4478653142,35.0
h086,2000,549037.613183825,298963.0201377094,35.0
h086,2001,612120.80730509,287888.5774156694,35.0
h086,2002,318935.3397726261,298452.25170900923,35.0
h086,2003,386190.9218605373,304393.67180598766,35.0
h086,2004,360720.1790990226,294692.43493077514,35.0
h086,2005,311945.74402810656,319037.28991591366,35.0
h086,2006,451172.18958824966,298844.1464121603,35.0
h086,2007,264543.2446238414,310287.96225332987,35.0
h086,2008,583569.1499373154,286921.1614434756,35.0
h086,2009,389258.75463353965,301279.15952275426,35.0
h087,2000,420376.3004447045,310778.24839120556,35.0
h087,2001,267468.37111473235,304256.93335851247,35.0
h087,2002,400629.2889361441,311744.01052044856,35.0
h087,2003,453162.56926383835,296275.9020155602,35.0
h087,2004,309675.98096252495,320886.93305329676,35.0
h087,2005,410865.3827438827,290977.11368336587,35.0
h087,2006,189192.20703496507,316890.0154970096,35.0
h087,2007,436961.041729515,313763.76897642686,35.0
h087,2008,464706.09683117585,293166.6764208591,35.0
h087,2009,539243.4146150815,293703.35295814485,35.0
h088,2000,560164.7213473412,300991.40066622174,35.0
h088,2001,464389.1376889813,298470.68535416265,35.0
h088,2002,396262.2546463117,307633.53629864077,35.0
h088,2003,436780.6619227518,292325.10828419053,35.0
h088,2004,462939.5599858009,302176.4902602391,35.0
h088,2005,332096.31963467586,294762.581108412,35.0
h088,2006,404179.2784005899,302935.1585708503,35.0
h088,2007,514866.2028364766,311604.76601769525,35.0
h088,2008,543379.2118091595,300612.1065028467,35.0
h088,2009,369998.73791632993,310638.156618466,35.0
h089,2000,426876.3759047506,286746.3569733068,35.0
h089,2001,351005.07900129247,299658.1383839537,35.0
h089,2002,451983.0346389896,299870.33393083804,35.0
h089,2003,329249.48490384285,314478.23935755034,35.0
h089,2004,492932.8109609652,308901.64614766673,35.0
h089,2005,288410.0977753577,310932.46778157074,35.0
h089,2006,444987.5120005775,307269.5230947042,35.0
h089,2007,306526.6736123501,311138.53380660695,35.0
h089,2008,266059.8715499777,323492.99899241497,35.0
h089,2009,593314.013716634,292937.1703887767,35.0
h090,2000,317867.9685197785,324353.7873079954,35.0
h090,2001,541843.3392543413,299967.92011997855,35.0
h090,2002,444114.6587224024,309923.03112811537,35.0
h090,2003,320485.1218233623,307697.46148536925,35.0
h090,2004,600893.1484936016,298498.83431670937,35.0
h090,2005,394281.1478409663,322511.233919624,35.0
h090,2006,409690.01419686974,316204.7879854445,35.0
h090,2007,510151.25696906884,290161.2540278835,35.0
h090,2008,452020.1786175586,306140.3189992661,35.0
h090,2009,457957.3626396091,300604.78369278915,35.0
h091,2000,447939.2869490635,307818.3317174515,35.0
h091,2001,329071.30745788757,321235.71717021137,35.0
h091,2002,442768.3230507346,328680.6645514851,35.0
h091,2003,531855.5740461849,302954.9312559428,35.0
h091,2004,583819.2472741966,301115.0717028225,35.0
h091,2005,512314.20854133955,290630.0004639851,35.0
h091,2006,325272.36154769117,320150.9922633572,35.0
h091,2007,467219.87274348235,307471.18965906533,35.0
h091,2008,377525.26690676087,312985.2234559648,35.0
h091,2009,355954.6217814633,291819.73529034137,35.0
h092,2000,351633.89485805127,322177.9229645554,35.0
h092,2001,353768.98140340525,325252.4419623603,35.0
h092,2002,482606.09385218343,292323.4581127808,35.0
h092,2003,429999.8547382026,312634.06665760756,35.0
h092,2004,377331.1107381543,313889.2839628441,35.0
h092,2005,325439.42841028713,307134.79003153223,35.0
h092,2006,409433.4013279798,308314.55342286,35.0
h092,2007,360526.69881933305,305032.4616251112,35.0
h092,2008,516982.01021828555,300197.57660792046,35.0
h092,2009,417026.7638319459,291392.362432934,35.0
h093,2000,428298.30130918685,307604.613322578,35.0
h093,2001,395335.5235525122,306885.3720606702,35.0
h093,2002,397484.57974051236,314100.9838601997,35.0
h093,2003,532682.4306057489,295494.8726247346,35.0
h093,2004,462114.8836606959,332996.26320796827,35.0
h093,2005,503525.17584250565,302838.2285497831,35.0
h093,2006,419740.4249350981,298360.1306124596,35.0
h093,2007,357194.9345698178,318572.2560886058,35.0
h093,2008,626107.8891423697,290996.81005031907,35.0
h093,2009,465996.89727240894,301802.7819211671,35.0
h094,2000,468447.9403888278,299272.93097770214,35.0
h094,2001,342628.7780782099,314425.75315796636,35.0
h094,2002,536348.4299475005,325468.39509953617,35.0
h094,2003,500731.2774081814,309658.11264228733,35.0
h094,2004,416983.56609215424,308929.92488688545,35.0
h094,2005,440198.47171597,308594.55375136505,35.0
h094,2006,559064.1525122985,291232.70604837773,35.0
h094,2007,464216.1071897688,308566.6532914921,35.0
h094,2008,424913.14037549397,313387.84860888246,35.0
h094,2009,406836.5826677753,299227.35724029265,35.0
h095,2000,466794.63266855536,300474.2444317394,35.0
h095,2001,436142.7920451674,298264.623108859,35.0
h095,2002,290645.69637297245,321222.2150746872,35.0
h095,2003,357851.75156684034,317471.9046183267,35.0
h095,2004,520949.4161508758,308558.79461686674,35.0
h095,2005,579833.2884431967,292796.38102338463,35.0
h095,2006,469786.40762264957,305857.82106299076,35.0
h095,2007,376207.0297312764,314473.47796081577,35.0
h095,2008,294527.45007407345,311964.3328824272,35.0
h095,2009,524450.5947258559,293738.23824588093,35.0
h096,2000,426465.7177749816,309172.7940539406,35.0
h096,2001,315138.7273094337,324940.9483828303,35.0
h096,2002,447241.1219028903,318803.92303335125,35.0
h096,2003,470513.62361589883,322440.29253306956,35.0
h096,2004,350630.95102847053,306257.9605230951,35.0
h096,2005,486623.2556845209,293935.2297557493,35.0
h096,2006,442155.0061780078,298728.7360449684,35.0
h096,2007,259057.16258206093,328566.4013581123,35.0
h096,2008,470610.62938985357,312378.8282757451,35.0
h096,2009,346152.11713783164,302221.5827681094,35.0
h097,2000,494096.6843542469,324843.5615305759,35.0
h097,2001,381290.53453469195,326088.0983069094,35.0
h097,2002,350764.1489183189,307730.2057559315,35.0
h097,2003,328278.45274767414,324634.24405237654,35.0
h097,2004,424197.38833575405,319253.00620821386,35.0
h097,2005,501610.05902421806,302980.4724253355,35.0
h097,2006,420837.9631798184,312243.31103381043,35.0
h097,2007,573147.9884405596,306233.29765639995,35.0
h097,2008,506082.6170915478,306673.438682204,35.0
h097,2009,417523.8270323143,295605.2338351687,35.0
h098,2000,346618.42000492406,331603.9115849574,35.0
h098,2001,592889.4722289848,299003.8712346064,35.0
h098,2002,543688.1683664084,299511.6073657025,35.0
h098,2003,421936.23535871657,321728.55407981464,35.0
h098,2004,344054.2053501458,321339.59427280654,35.0
h098,2005,504263.8723201823,321406.89107913023,35.0
h098,2006,359976.50919298705,307758.89863843034,35.0
h098,2007,510612.8924157727,309561.0801987331,35.0
h098,2008,356964.35497252736,315169.8865099464,35.0
h098,2009,483285.3569222728,301090.09348012373,35.0
h099,2000,512935.1177917205,320993.61235218146,35.0
h099,2001,489127.7019968212,301735.56031196745,35.0
h099,2002,483201.7462542954,313168.26453226403,35.0
h099,2003,267098.01345616736,307540.24891802424,35.0
h099,2004,513427.7925955803,293411.63123185997,35.0
h099,2005,420321.46394578164,298995.41234845226,35.0
h099,2006,395554.2297823926,286671.9904799461,35.0
h099,2007,389161.9019740894,291744.0579350124,35.0
h099,2008,443870.2762125656,300924.1162261244,35.0
h099,2009,596565.1953054875,305546.52544206765,35.0
h100,2000,481959.9479911193,308958.31834917486,35.0
h100,2001,512789.77747290843,305085.9471429399,35.0
h100,2002,425412.8454232119,306573.4172800043,35.0
h100,2003,527448.1794685891,301705.06882212893,35.0
h100,2004,278308.0175449131,300765.71896824945,35.0
h100,2005,488969.04806957877,316599.33546173555,35.0
h100,2006,409916.34404572216,307002.8716152682,35.0
h100,2007,491871.10832320986,304883.8757708042,35.0
h100,2008,450509.7985614678,313504.6499811648,35.0
h100,2009,416100.3113827569,319395.8958895763,35.0
h101,2000,496139.341623743,299185.4561146955,35.0
h101,2001,526613.3855233168,296308.7845140116,35.0
h101,2002,630085.1186724461,298928.4215060919,35.0
h101,2003,517662.75533543475,300628.24785895913,35.0
h101,2004,547581.0814864278,309921.3712877437,35.0
h101,2005,521212.85219207784,307816.29912583256,35.0
h101,2006,354355.2501370593,306144.95052747807,35.0
h101,2007,351058.50479129667,296261.6504067227,35.0
h101,2008,430332.07813941245,295306.118852723,35.0
h101,2009,383165.92070963635,301438.9535802985,35.0
h102,2000,613863.3322690454,293650.25094490324,35.0
h102,2001,383663.25158238603,297372.16258469684,35.0
h102,2002,394046.9882457511,313139.40502568096,35.0
h102,2003,349208.1127649388,309093.70816280285,35.0
h102,2004,351411.2435267469,323961.49308783555,35.0
h102,2005,592527.2909702793,299315.22167626367,35.0
h102,2006,450753.8215621899,304142.62343991536,35.0
h102,2007,234716.96438487692,317966.75085581356,35.0
h102,2008,324020.1897790339,303359.81863655767,35.0
h102,2009,346657.5534479514,298634.22008726676,35.0
h103,2000,523332.46316504217,295644.2845616284,35.0
h103,2001,415301.5372877965,315729.62547420216,35.0
h103,2002,441911.81357857847,298822.8471514143,35.0
h103,2003,377442.30292026274,304405.98557690723,35.0
h103,2004,492979.63763442886,310546.48695527617,35.0
h103,2005,344287.89801805,303011.9655235475,35.0
h103,2006,204873.0084443917,317753.2813511121,35.0
h103,2007,574692.2165347246,289410.69247425074,35.0
h103,2008,328561.33895563486,304544.32699222385,35.0
h103,2009,461348.194584784,293101.1936720794,35.0
h104,2000,445285.08094025805,317131.8950833126,35.0
h104,2001,488500.9294660438,303904.1018404968,35.0
h104,2002,352250.34379610844,314432.99767003546,35.0
h104,2003,322146.71683870367,324957.71201967716,35.0
h104,2004,571215.4930984279,288819.5597066973,35.0
h104,2005,492542.3028315716,296534.6595819111,35.0
h104,2006,285229.9550875952,322372.6661098655,35.0
h104,2007,336085.6968820335,311531.7310643627,35.0
h104,2008,410898.4809392484,319030.3497966739,35.0
h104,2009,349548.9095554125,332878.9757445764,35.0
h105,2000,559358.5727438445,291551.8177555457,35.0
h105,2001,453975.3287804298,299304.9920987899,35.0
h105,2002,351643.0048546964,307098.0270428598,35.0
h105,2003,342606.0590770042,315023.6673936239,35.0
h105,2004,264312.52594829694,312514.5443941315,35.0
h105,2005,501629.83026279655,305079.2153943497,35.0
h105,2006,454090.6974858233,288438.305826459,35.0
h105,2007,266210.2311646833,334223.7474835717,35.0
h105,2008,342137.6794036292,306933.71452966117,35.0
h105,2009,492934.8832739201,298960.37555100885,35.0
h106,2000,571584.5106614104,289100.4157800085,35.0
h106,2001,318410.6285389,293286.31564560905,35.0
h106,2002,280165.5175861184,308368.0700664973,35.0
h106,2003,390345.6721239196,305800.9154780831,35.0
h106,2004,504589.9465807885,297465.3005128763,35.0
h106,2005,482325.0271918251,289820.8981907112,35.0
h106,2006,399692.5380463242,309107.0943577485,35.0
h106,2007,403127.38172585325,314904.18979261897,35.0
h106,2008,369839.5975400766,309247.11929165584,35.0
h106,2009,495661.97568618756,289914.7034823711,35.0
h107,2000,574859.2887038081,292449.22107634885,35.0
h107,2001,442876.4356189246,319010.21150400146,35.0
h107,2002,446377.8008900681,309183.9329740464,35.0
h107,2003,382816.75204549165,321462.0774058545,35.0
h107,2004,561806.4947971727,298398.7514308937,35.0
h107,2005,530321.074888454,285497.83262341615,35.0
h107,2006,465224.92646651814,311309.1751556794,35.0
h107,2007,362073.21966188145,292136.8207183902,35.0
h107,2008,297374.8756792042,321268.47651295236,35.0
h107,2009,349588.5648964047,314433.86393559206,35.0
h108,2000,581182.3427099906,300170.46404813643,35.0
h108,2001,367354.99768936593,317432.3794960271,35.0
h108,2002,509792.2080505543,303574.8727491383,35.0
h108,2003,345535.7667748449,320835.3314642022,35.0
h108,2004,346102.3965629824,310235.4792892124,35.0
h108,2005,498344.96560445346,308761.3346956329,35.0
h108,2006,484171.397860468,328072.1911088975,35.0
h108,2007,388078.5115747663,301846.02740494587,35.0
h108,2008,470458.89210408466,303398.54814040207,35.0
h108,2009,330615.8215063985,319161.367052281,35.0
h109,2000,523128.46433500474,309900.3365180815,35.0
h109,2001,439108.36754140817,302373.617169086,35.0
h109,2002,500521.38595393446,283244.0092834448,35.0
h109,2003,360215.4720953667,295013.78802337195,35.0
h109,2004,365559.65418980585,319463.530748684,35.0
h109,2005,403733.5710099734,319885.7894991513,35.0
h109,2006,530092.9859012518,296251.4620072583,35.0
h109,2007,467268.30129364453,283049.356420358,35.0
h109,2008,456581.8718292912,302448.135152713,35.0
h109,2009,359833.14273122634,310557.7386426666,35.0
h110,2000,441847.7398707367,298085.42929322965,35.0
h110,2001,479463.8570734921,302851.377373888,35.0
h110,2002,341440.6363697793,311002.86600397725,35.0
h110,2003,526481.2387453782,305224.92984399165,35.0
h110,2004,368980.43462015607,290087.81308275927,35.0
h110,2005,596915.5304880689,311305.39503267384,35.0
h110,2006,344869.58362171653,316651.6035149587,35.0
h110,2007,324662.8642376749,307052.29247437895,35.0
h110,2008,314856.60515171237,308646.14943397214,35.0
h110,2009,443717.2616472071,297374.46669233247,35.0
h111,2000,384959.54112220625,290946.9525851103,35.0
h111,2001,266755.19964823924,300486.4827849481,35.0
h111,2002,289512.1001302729,308046.7100201909,35.0
h111,2003,480807.7086563363,306209.1048091053,35.0
h111,2004,374068.27440662985,289321.0286837393,35.0
h111,2005,389410.00084209914,302684.8055134626,35.0
h111,2006,492945.2999001089,292238.1175615454,35.0
h111,2007,456130.21654979815,299192.6691106689,35.0
h111,2008,513649.7765767481,305261.05181019544,35.0
h111,2009,415087.6976130492,302397.86058753537,35.0
h112,2000,414248.1282586226,311113.39918469015,35.0
h112,2001,459279.90931989363,294471.27987699007,35.0
h112,2002,248578.57954063962,309557.06536186935,35.0
h112,2003,433326.44233644917,305315.2847170396,35.0
h112,2004,606980.2401712951,292993.8288027286,35.0
h112,2005,459304.5377362948,309471.20454827487,35.0
h112,2006,407716.6901338593,300304.5153924252,35.0
h112,2007,475168.51632201445,294217.7577867579,35.0
h112,2008,546275.1563405173,306652.82719042344,35.0
h112,2009,361410.62750478165,295392.1140180178,35.0
h113,2000,381956.2316147149,311468.1612961934,35.0
h113,2001,491500.5384782512,297309.40428192576,35.0
h113,2002,472394.03373958135,291083.32294532337,35.0
h113,2003,473105.6600054827,295667.15200689837,35.0
h113,2004,622801.2435401763,283573.94894649094,35.0
h113,2005,395489.63212547824,303736.00970301015,35.0
h113,2006,307649.5046958018,293101.48026594124,35.0
h113,2007,296380.95950736885,306770.47531874356,35.0
h113,2008,350891.23154241516,298743.79568825255,35.0
h113,2009,437949.34309382964,302252.9327403373,35.0
h114,2000,422769.2615034208,308888.4598119838,35.0
h114,2001,467064.74052020663,304290.95054182375,35.0
h114,2002,440271.55401606794,309147.20037711516,35.0
h114,2003,626249.822333409,284027.2500906338,35.0
h114,2004,648030.0774220248,287576.7101530787,35.0
h114,2005,491904.6392414067,299984.45571157703,35.0
h114,2006,292201.9435713388,310378.6786214857,35.0
h114,2007,522650.75562422216,294051.75204498257,35.0
h114,2008,541212.7841207102,298693.4882492056,35.0
h114,2009,240853.86902580733,308031.8600810082,35.0
h115,2000,455827.48026323563,305552.672358263,35.0
h115,2001,530054.7565085011,307152.2852292257,35.0
h115,2002,336524.1376262407,303416.2289583035,35.0
h115,2003,259669.98553761645,314877.2007216633,35.0
h115,2004,531578.9323744226,299992.02938431886,35.0
h115,2005,354894.0046957465,293430.3673076993,35.0
h115,2006,471835.08377561986,299979.610178468,35.0
h115,2007,512740.4847177118,303800.0442787655,35.0
h115,2008,367134.2101385435,296527.4295017473,35.0
h115,2009,296384.0342436798,307594.2304470711,35.0
h116,2000,434019.26541252545,289244.3896287902,35.0
h116,2001,551690.9256997905,301377.18852765596,35.0
h116,2002,323417.23435683706,301796.1325184252,35.0
h116,2003,534418.100730228,298562.67713663244,35.0
h116,2004,408956.7960634295,292189.4070878722,35.0
h116,2005,367162.6804093671,322769.529606588,35.0
h116,2006,460495.39275364886,305294.73698646104,35.0
h116,2007,295890.1252803494,280315.60366696335,35.0
h116,2008,354307.6439873044,303382.56971007126,35.0
h116,2009,226198.68797478074,309138.6041365855,35.0
h117,2000,472455.55390643806,319610.93695275305,35.0
